"CLASS","MFR","CAR LINE","DISPLACEMENT","NUMB CYL","TRANS","DRIVE SYS","CITY MPG (GUIDE)","HWY MPG (GUIDE)","COMB MPG (GUIDE)","UNRND CITY (EPA)","UNRND HWY (EPA)","UNRND COMP (EPA)","FUEL TYPE","GUZLR","TURBO","SPCHGR","AVG 2D PASS VOL","AVG 2D LUGG VOL","AVG 4D PAS VOL","AVG 4D LUGG VOL","AVG HB PAS VOL","AVG HB LUGG VOL","ANL FL CST","ENG BLK TXT","TRANS DESC TXT","VLVS PER CYL","CLS","REL DT"
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","DURANGO 2WD",5.7,8,"Auto(L5)","R",15,20,17,16.3,25.6,19.49,"R",,,,,,,,,,1940," ","CLKUP ",1,22,
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","MAGNUM",2.7,6,"Auto(L4)","R",21,28,24,23.1,35.9,27.51,"R",,,,,,,,,,1376," ","CMODE ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","MAGNUM",3.5,6,"Auto(L4)","R",19,27,22,21.5,34.2,25.81,"R",,,,,,,,,,1502," ","CMODE ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","MAGNUM",3.5,6,"Auto(L5)","R",19,27,22,20.9,34.1,25.31,"R",,,,,,,,,,1502," ","CMODE ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","MAGNUM",5.7,8,"Auto(L5)","R",17,25,20,18.8,31.5,22.97,"R",,,,,,,,,,1650," ","CMODE ",1,22,
"SPEC PURP VEH - S.U.V. - 2WD","DODGE","MAGNUM",6.1,8,"Auto(L5)","R",14,20,16,15.8,25.3,19.01,"P",,,,,,,,,,2250," ","CMODE ",1,22,
"SPEC PURP VEH - S.U.V. - 2WD","FORD","ESCAPE FWD",2.3,4,"Auto(L4)","F",22,26,24,24.9,32.7,27.89,"R",,,,,,,,,,1376," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","FORD","ESCAPE FWD",2.3,4,"Manual(M5)","F",24,29,26,26.2,37.5,30.31,"R",,,,,,,,,,1270," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","FORD","ESCAPE FWD",3,6,"Auto(L4)","F",20,24,22,22,31.4,25.43,"R",,,,,,,,,,1502," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","FORD","ESCAPE HYBRID FWD",2.3,4,"Auto(AV)","F",36,31,33,39.6,39.44,39.53,"R",,,,,,,,,,1000," ","VLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","FORD","EXPEDITION 2WD",5.4,8,"Auto(L4)","R",14,19,16,15.3,24.1,18.31,"R",,,,,,,,,,2062," ","CLKUP ",3,22,
"SPEC PURP VEH - S.U.V. - 2WD","FORD","EXPLORER 2WD",4,6,"Auto(L5)","R",15,21,17,16.88,26.54,20.19,"R",,,,,,,,,,1940," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","FORD","EXPLORER 2WD",4.6,8,"Auto(L6)","R",15,21,17,16.3,26.9,19.81,"R",,,,,,,,,,1940," ","CLKUP ",3,22,
"SPEC PURP VEH - S.U.V. - 2WD","FORD","FREESTYLE FWD",3,6,"Auto(AV)","F",20,27,23,22.4,34.2,26.52,"R",,,,,,,,,,1436," ","VMODE VLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","GMC","C1500 YUKON 2WD",4.8,8,"Auto(L4)","R",16,20,17,17.3,25.6,20.26,"R",,,,,,,,,,1940," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","GMC","C1500 YUKON 2WD",5.3,8,"Auto(L4)","R",15,20,17,16.4,25.4,19.51,"R",,,,,,,,,,1940," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","GMC","C1500 YUKON 2WD",5.3,8,"Auto(L4)","R",11,15,13,12.7,19.7,15.12,"E",,,,,,,,,,2307,"RNG310-480","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","GMC","C1500 YUKON 2WD",5.3,8,"Auto(L4)","R",15,20,17,16.9,25.9,20.03,"R",,,,,,,,,,1940,"RNG420-610","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","GMC","C1500 YUKON XL 2WD",5.3,8,"Auto(L4)","R",11,14,12,11.8,18,13.96,"E",,,,,,,,,,2499,"RNG310-480","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","GMC","C1500 YUKON XL 2WD",5.3,8,"Auto(L4)","R",14,19,16,15.7,24,18.59,"R",,,,,,,,,,2062,"RNG420-610","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","GMC","ENVOY 2WD",4.2,6,"Auto(L4)","R",16,22,18,17.6,28,21.13,"R",,,,,,,,,,1835," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","GMC","ENVOY 2WD",5.3,8,"Auto(L4)","R",16,22,18,17.7,28.3,21.29,"R",,,,,,,,,,1835," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","GMC","ENVOY XL 2WD",4.2,6,"Auto(L4)","R",15,20,17,16.7,25.7,19.82,"R",,,,,,,,,,1940," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","GMC","ENVOY XL 2WD",5.3,8,"Auto(L4)","R",16,20,18,17.7,28.3,21.29,"R",,,,,,,,,,1835," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","GMC","ENVOY XUV 2WD",4.2,6,"Auto(L4)","R",15,20,17,16.7,25.7,19.82,"R",,,,,,,,,,1940," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","HONDA","CR-V 2WD",2.4,4,"Auto(L5)","F",23,29,25,25.6,36.8,29.66,"R",,,,,,,,,,1320," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","HONDA","ELEMENT 2WD",2.4,4,"Auto(L4)","F",22,26,24,24.3,33.4,27.7,"R",,,,,,,,,,1376," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","HONDA","ELEMENT 2WD",2.4,4,"Manual(M5)","F",21,25,23,23.6,32.5,26.92,"R",,,,,,,,,,1436," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","HONDA","PILOT 2WD",3.5,6,"Auto(L5)","F",18,24,20,19.7,31,23.57,"R",,,,,,,,,,1650,"VCM","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","HYUNDAI","SANTAFE 2WD",2.4,4,"Auto(L4)","F",20,26,23,22.4,33.8,26.41,"R",,,,,,101,31,,,1436,"I4","2MODE CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","HYUNDAI","SANTAFE 2WD",2.4,4,"Manual(M5)","F",20,27,23,22.4,34.3,26.54,"R",,,,,,101,31,,,1436,"I4",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","HYUNDAI","SANTAFE 2WD",2.7,6,"Auto(L4)","F",19,25,22,21.6,32,25.3,"R",,,,,,101,31,,,1502,"V6","2MODE CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","HYUNDAI","SANTAFE 2WD",3.5,6,"Auto(L5)","F",17,23,20,19.4,30,23.07,"R",,,,,,101,31,,,1650,"V6","CMODE CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","HYUNDAI","TUCSON 2WD",2,4,"Auto(L4)","F",22,27,24,24.5,34.5,28.18,"R",,,,,,103,23,,,1376," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","HYUNDAI","TUCSON 2WD",2,4,"Manual(M5)","F",22,27,24,24.7,35.2,28.53,"R",,,,,,103,23,,,1376," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","HYUNDAI","TUCSON 2WD",2.7,6,"Auto(L4)","F",20,26,22,22,32.9,25.85,"R",,,,,,103,23,,,1502," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","INFINITI","QX56 2WD",5.6,8,"Auto(L5)","R",13,19,15,14.8,24.3,17.96,"R",,,,,,,,,,2201," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","ISUZU","ASCENDER 5-PASSENGER 2WD",4.2,6,"Auto(L4)","R",16,22,18,17.6,28,21.13,"R",,,,,,,,,,1835," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","ISUZU","ASCENDER 7-PASSENGER 2WD",4.2,6,"Auto(L4)","R",15,20,17,16.7,25.7,19.82,"R",,,,,,,,,,1940," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","ISUZU","ASCENDER 7-PASSENGER 2WD",5.3,8,"Auto(L4)","R",16,20,18,17.7,28.3,21.29,"R",,,,,,,,,,1835," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","COMMANDER 2WD",3.7,6,"Auto(L5)","R",16,20,17,17.6,25.5,20.45,"R",,,,,,,,,,1835," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","COMMANDER 2WD",4.7,8,"Auto(L5)","R",15,19,17,16.8,25.8,19.93,"R",,,,,,,,,,1940," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","COMMANDER 2WD",5.7,8,"Auto(L5)","R",15,19,17,16.3,25.6,19.49,"R",,,,,,,,,,1940," ","CLKUP ",1,22,
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","GRAND CHEROKEE 2WD",3.7,6,"Auto(L5)","R",17,22,19,18.8,28.5,22.2,"R",,,,,,,,,,1736," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","GRAND CHEROKEE 2WD",4.7,8,"Auto(L5)","R",15,20,17,16.7,25.5,19.77,"R",,,,,,,,,,1940," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","GRAND CHEROKEE 2WD",5.7,8,"Auto(L5)","R",15,20,17,16.3,25.6,19.49,"R",,,,,,,,,,1940," ","CLKUP ",1,22,
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","LIBERTY/CHEROKEE 2WD",3.7,6,"Auto(L4)","R",17,23,19,18.8,29.1,22.36,"R",,,,,,,,,,1736," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","JEEP","LIBERTY/CHEROKEE 2WD",3.7,6,"Manual(M6)","R",18,22,19,19.5,27.8,22.53,"R",,,,,,,,,,1736," ",,2,22,
"SPEC PURP VEH - S.U.V. - 2WD","KIA","KIA SORENTO 2WD",3.5,6,"Auto(L5)","R",16,22,18,17.4,28.4,21.07,"R",,,,,,,,,,1835," ","2MODE CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","KIA","KIA SORENTO 2WD",3.5,6,"Manual(M5)","R",16,20,18,18.1,25.8,20.91,"R",,,,,,,,,,1835," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","KIA","KIA SPORTAGE 2WD(KM)",2,4,"Auto(L4)","F",22,27,24,24.5,34.5,28.18,"R",,,,,,,,,,1376," ","2MODE CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","KIA","KIA SPORTAGE 2WD(KM)",2,4,"Manual(M5)","F",22,27,24,24.8,35.2,28.6,"R",,,,,,,,,,1376," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","KIA","KIA SPORTAGE 2WD(KM)",2.7,6,"Auto(L4)","F",19,25,22,21.6,32.4,25.41,"R",,,,,,,,,,1502," ","2MODE CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","LEXUS","RX 330 2WD",3.3,6,"Auto(L5)","F",19,25,22,21.63,32.33,25.41,"P",,,,,,,,,,1638," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","LEXUS","RX 330 2WD",3.3,6,"Auto(S5)","F",19,25,22,21.5,31.9,25.2,"P",,,,,,,,,,1638," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","LEXUS","RX 400H 2WD",3.3,6,"Auto(AV)","F",33,28,30,36.8,35.5,36.2,"R",,,,,,,,,,1099,"HEV",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","LINCOLN","NAVIGATOR 2WD",5.4,8,"Auto(L6)","R",13,18,15,14.1,22.7,17,"P",,,,,,,,,,2401," ","CLKUP ",3,22,
"SPEC PURP VEH - S.U.V. - 2WD","MAZDA","TRIBUTE 2WD",2.3,4,"Auto(L4)","F",22,26,24,24.9,32.7,27.89,"R",,,,,,,,,,1376," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","MAZDA","TRIBUTE 2WD",2.3,4,"Manual(M5)","F",24,29,26,26.2,37.5,30.31,"R",,,,,,,,,,1270," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","MAZDA","TRIBUTE 2WD",3,6,"Auto(L4)","F",20,24,22,22,31.4,25.43,"R",,,,,,,,,,1502," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","MERCURY","MARINER FWD",2.3,4,"Auto(L4)","F",22,26,24,24.9,32.7,27.89,"R",,,,,,,,,,1376," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","MERCURY","MARINER FWD",3,6,"Auto(L4)","F",20,24,22,22,31.4,25.43,"R",,,,,,,,,,1502," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","MERCURY","MOUNTAINEER 2WD",4,6,"Auto(L5)","R",15,21,17,16.6,26.5,19.95,"R",,,,,,,,,,1940," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","MERCURY","MOUNTAINEER 2WD",4.6,8,"Auto(L6)","R",15,21,17,16.3,26.9,19.81,"R",,,,,,,,,,1940," ","CLKUP ",3,22,
"SPEC PURP VEH - S.U.V. - 2WD","MITSUBISHI","ENDEAVOR 2WD",3.8,6,"Auto(S4)","F",17,23,20,19.38,29.48,22.91,"P",,,,,,,,,,1800,"SOHC","2MODE CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","MITSUBISHI","OUTLANDER 2WD",2.4,4,"Manual(M5)","F",22,28,24,24.2,35.5,28.25,"R",,,,,,,,,,1376,"SOHC",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","MITSUBISHI","OUTLANDER 2WD",2.4,4,"Auto(S4)","F",21,26,23,23.76,33.57,27.36,"R",,,,,,,,,,1436,"SOHC","2MODE CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","NISSAN","ARMADA 2WD",5.6,8,"Auto(L5)","R",13,19,15,14.94,24.07,18.02,"R",,,,,,,,,,2201," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","NISSAN","MURANO FWD",3.5,6,"Auto(AV)","F",20,25,22,22.2,32.4,25.86,"R",,,,,,,,,,1502," ","VMODE CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","NISSAN","PATHFINDER 2WD",4,6,"Auto(L5)","R",16,23,18,17.75,29.2,21.55,"R",,,,,,,,,,1835," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","NISSAN","XTERRA 2WD",4,6,"Auto(L5)","R",16,21,18,17.8,27.2,21.08,"R",,,,,,,,,,1835," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","NISSAN","XTERRA 2WD",4,6,"Manual(M6)","R",17,22,19,19.1,27.7,22.2,"R",,,,,,,,,,1736," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","SATURN","VUE FWD",2.2,4,"Auto(L4)","F",22,27,24,26,39.2,30.64,"R",,,,,,,,,,1376," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","SATURN","VUE FWD",2.2,4,"Manual(M5)","F",23,29,25,25.5,37.1,29.68,"R",,,,,,,,,,1320," ","SIL ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","SATURN","VUE FWD",3.5,6,"Auto(L5)","F",20,28,23,22,35.4,26.52,"R",,,,,,,,,,1436," ","CLKUP ",2,22,
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","GRAND VITARA",2.7,6,"Auto(L5)","R",19,24,21,21.3,31.2,24.85,"R",,,,,,,,,,1571," ","2MODE 2LKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","GRAND VITARA",2.7,6,"Manual(M5)","R",18,23,20,20.3,30,23.76,"R",,,,,,,,,,1650," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","GRAND VITARA XL-7",2.7,6,"Auto(L5)","R",18,22,20,19.6,28.8,22.89,"R",,,,,,,,,,1650," ","2MODE 2LKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","SUZUKI","GRAND VITARA XL-7",2.7,6,"Manual(M5)","R",17,22,19,19.2,27.9,22.33,"R",,,,,,,,,,1736," ",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","4RUNNER 2WD",4,6,"Auto(L5)","R",18,22,20,20.32,28.38,23.29,"R",,,,,,,,,,1650," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","4RUNNER 2WD",4.7,8,"Auto(L5)","R",17,20,18,18.6,25.34,21.13,"R",,,,,,,,,,1835," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","HIGHLANDER 2WD",2.4,4,"Auto(L4)","F",22,27,24,24.5,34.8,28.26,"R",,,,,,,,,,1376," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","HIGHLANDER 2WD",3.3,6,"Auto(L5)","F",19,25,21,21.4,31.5,25.01,"R",,,,,,,,,,1571," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","HIGHLANDER HYBRID 2WD",3.3,6,"Auto(AV)","F",33,28,30,36.8,35.5,36.2,"R",,,,,,,,,,1099,"HEV",,4,22,
"SPEC PURP VEH - S.U.V. - 2WD","TOYOTA","SEQUOIA 2WD",4.7,8,"Auto(L5)","R",15,18,16,17.1,23.1,19.36,"R",,,,,,,,,,2062," ","CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 2WD","VOLVO","XC 90 FWD",2.5,5,"Auto(S5)","F",17,23,19,19.18,29.17,22.68,"P",,"T",,,,,,101,42,1894," ","2MODE CLKUP ",4,22,
"SPEC PURP VEH - S.U.V. - 4WD","ACURA","MDX 4WD",3.5,6,"Auto(L5)",4,17,23,19,18.4,29.3,22.1,"P",,,,,,,,,,1894," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","BMW","X3",3,6,"Manual(M6)",4,17,25,20,19,31.6,23.15,"P",,,,,,,,,,1800," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","BMW","X3",3,6,"Auto(S5)",4,16,23,19,17.7,29.8,21.66,"P",,,,,,,,,,1894," ","3MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","BMW","X5",3,6,"Manual(M6)",4,15,21,17,16.4,27.4,20.02,"P",,,,,,,,,,2117," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","BMW","X5",3,6,"Auto(S5)",4,16,21,18,17.5,26.7,20.71,"P",,,,,,,,,,2002," ","3MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","BMW","X5",4.4,8,"Auto(S6)",4,16,22,18,17.7,28,21.21,"P",,,,,,,,,,2002," ","3MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","BMW","X5 4.8IS",4.8,8,"Auto(S6)",4,16,21,18,17.8,27.4,21.13,"P",,,,,,,,,,2002," ","3MODE CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","BUICK","RAINIER AWD",4.2,6,"Auto(L4)",4,15,21,18,17.1,27.4,20.58,"R",,,,,,,,,,1835," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","BUICK","RAINIER AWD",5.3,8,"Auto(L4)",4,15,21,17,17,27.2,20.45,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","BUICK","RENDEZVOUS AWD",3.5,6,"Auto(L4)",4,18,23,20,19.5,29.7,23.06,"R",,,,,,,,,,1650," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","BUICK","RENDEZVOUS AWD",3.6,6,"Auto(L4)",4,18,25,21,20.2,32.5,24.35,"R",,,,,,,,,,1571," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","CADILLAC","ESCALADE AWD",6,8,"Auto(L4)",4,13,17,15,15.2,22.2,17.71,"P",,,,,,,,,,2401," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CADILLAC","ESCALADE ESV AWD",6,8,"Auto(L4)",4,13,17,15,15.2,22.2,17.71,"P",,,,,,,,,,2401," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CADILLAC","ESCALADE EXT AWD",6,8,"Auto(L4)",4,13,17,15,15.2,22.2,17.71,"P",,,,,,,,,,2401," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CADILLAC","SRX AWD",3.6,6,"Auto(S5)",4,15,22,18,17.2,28.4,20.91,"R",,,,,,,,,,1835," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","CADILLAC","SRX AWD",4.6,8,"Auto(S5)",4,15,20,17,16.2,30.4,20.51,"P",,,,,,,,,,2117," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","EQUINOX AWD",3.4,6,"Auto(L5)",4,18,23,20,20,30.8,23.75,"R",,,,,,,,,,1650," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 AVALANCHE 4WD",5.3,8,"Auto(L4)",4,11,14,12,11.8,17.7,13.88,"E",,,,,,,,,,2499,"RNG310-440","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 AVALANCHE 4WD",5.3,8,"Auto(L4)",4,14,18,16,15.7,23.6,18.48,"R",,,,,,,,,,2062,"RNG420-580","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 SUBURBAN 4WD",5.3,8,"Auto(L4)",4,15,19,17,16.4,25.4,19.51,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 SUBURBAN 4WD",5.3,8,"Auto(L4)",4,11,14,12,11.8,17.7,13.88,"E",,,,,,,,,,2499,"RNG310-440","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 SUBURBAN 4WD",5.3,8,"Auto(L4)",4,14,18,16,15.7,23.6,18.48,"R",,,,,,,,,,2062,"RNG420-580","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 SUBURBAN AWD",6,8,"Auto(L4)",4,13,17,15,15.2,22.2,17.71,"R",,,,,,,,,,2201," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 TAHOE 4WD",5.3,8,"Auto(L4)",4,15,19,17,16.4,25.4,19.51,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 TAHOE 4WD",5.3,8,"Auto(L4)",4,11,14,12,11.8,17.7,13.88,"E",,,,,,,,,,2499,"RNG310-440","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","K1500 TAHOE 4WD",5.3,8,"Auto(L4)",4,14,18,16,15.7,23.6,18.48,"R",,,,,,,,,,2062,"RNG420-580","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","TRAILBLAZER 4WD",4.2,6,"Auto(L4)",4,15,21,18,17.1,27.4,20.58,"R",,,,,,,,,,1835," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","TRAILBLAZER 4WD",5.3,8,"Auto(L4)",4,15,21,17,17,27.2,20.45,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","TRAILBLAZER AWD",6,8,"Auto(L4)",4,14,17,15,15.8,22.3,18.19,"P",,,,,,,,,,2401," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","TRAILBLAZER EXT 4WD",4.2,6,"Auto(L4)",4,15,20,17,17.1,27.4,20.58,"R",,,,,,,,,,1940," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHEVROLET","TRAILBLAZER EXT 4WD",5.3,8,"Auto(L4)",4,15,20,17,16.2,25.4,19.35,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","CHRYSLER","PACIFICA AWD",3.5,6,"Auto(L4)",4,17,22,19,18.4,28.1,21.78,"R",,,,,,,,,,1736," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","DODGE","DURANGO 4WD",4.7,8,"Auto(L5)",4,14,18,15,15.2,22.9,17.91,"R",,,,,,,,,,2201," ","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","DODGE","DURANGO 4WD",4.7,8,"Auto(L5)",4,9,11,10,9.8,14.6,11.5,"E",,,,,,,,,,3000,"E85 260 MI","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","DODGE","DURANGO 4WD",4.7,8,"Auto(L5)",4,12,15,13,13.5,20.5,15.95,"R",,,,,,,,,,2538,"GAS 340 MI","CLKUP ",2,23,
"SPEC PURP VEH - S.U.V. - 4WD","DODGE","DURANGO 4WD",5.7,8,"Auto(L5)",4,14,19,16,15.8,24.6,18.83,"R",,,,,,,,,,2062," ","CLKUP ",1,23,
"SPEC PURP VEH - S.U.V. - 4WD","DODGE","MAGNUM AWD",3.5,6,"Auto(L5)",4,17,24,20,18.8,30.8,22.8,"R",,,,,,,,,,1650," ","CMODE ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","DODGE","MAGNUM AWD",5.7,8,"Auto(L5)",4,17,24,20,19.2,30.6,23.07,"R",,,,,,,,,,1650," ","CMODE ",1,23,
"SPEC PURP VEH - S.U.V. - 4WD","FORD","ESCAPE 4WD",2.3,4,"Auto(L4)",4,21,24,22,23,30.89,25.99,"R",,,,,,,,,,1502," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","FORD","ESCAPE 4WD",2.3,4,"Manual(M5)",4,22,26,24,24.3,33.7,27.79,"R",,,,,,,,,,1376," ",,4,23,
"SPEC PURP VEH - S.U.V. - 4WD","FORD","ESCAPE 4WD",3,6,"Auto(L4)",4,19,23,21,20.9,29.55,24.07,"R",,,,,,,,,,1571," ","CLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","FORD","ESCAPE HYBRID 4WD",2.3,4,"Auto(AV)",4,33,29,31,36.6,36.9,36.73,"R",,,,,,,,,,1066," ","VLKUP ",4,23,
"SPEC PURP VEH - S.U.V. - 4WD","FORD","EXPEDITION 4WD",5.4,8,"Auto(L4)",4,14,17,15,15.29,22.41,17.84,"R",,,,,,,,,,2201," ","CLKUP ",3,23,
"SPEC PURP VEH - S.U.V. - 4WD","FORD","EXPLORER 4WD",4,6,"Auto(L5)",4,15,20,17,16.4,25.67,19.58,"R",,,,,,,,,,1940," ","CLKUP ",2,23,
